Name	Set	ImageFile	Type	Clan	Group	Capacity	Discipline	PoolCost	BloodCost	Text	Rarity
Little Tailor of Prague	SW	littletailorofpragueg2,cardbackcrypt	Vampire	Tzimisce	2	8	dem ANI AUS VIC			Sabbat: When the Tailor recruits an ally or employs a retainer that requires Tzimisce or Vicissitude [vic], the cost is reduced by one blood or pool. +1 bleed.	SW:U
Little Willie	Third	littlewillieg4,cardbackcrypt	Vampire	Ventrue antitribu	4	4	for obf pro			Sabbat.	Third:V
Liz "Ticket312" Thornton	NoR	lizticket312thorntong4,cardbackcrypt	Imbued	Innocent	4	2	inn red			Liz doesn't gain a conviction [1 CONVICTION] as normal when entering play.	NoR:U
Lizette	LotN	lizetteg4,cardbackcrypt	Vampire	Ravnos	4	10	pot ANI CEL CHI FOR PRO			Independent: Lizette can prevent 1 damage each combat. During a bleed action, she can burn 1 blood to get +1 bleed.	LotN:PR2, POD:DTC
Lloyd Brooks	NB	lloydbrooksg6,cardbackcrypt	Vampire	Tremere	6	6	aus pot DOM THA			Camarilla primogen.	V5:PTr1, NB:PTr1
Lodin (Olaf Holte)	FB	lodinolafholteg5,cardbackcrypt	Vampire	Ventrue	5	8	aus pro DOM FOR PRE			Camarilla Prince of Chicago: Lodin can prevent 1 damage from an opposing minion's strike once each combat.	KoT:V/B2, FB:PV1
Lolita	BH	lolitag2,cardbackcrypt	Vampire	Toreador antitribu	2	3	for pre			Sabbat.	Sabbat:V, BH:PTo
Lolita Houston	SW	lolitahoustong2,cardbackcrypt	Vampire	Tzimisce	2	4	aus VIC			Sabbat.	Sabbat:V, SW:PT
Loonar	SP	loonarg4,cardbackcrypt	Vampire	Toreador antitribu	4	4	cel PRE			Sabbat.	Third:V, SP:LB1
Lord Aaron Wesley Wilkshire	Third	lordaaronwesleywilkshireg4,cardbackcrypt	Vampire	Brujah antitribu	4	8	ani obf CEL POT PRE			Sabbat. Black Hand: Frenzy cards played on Aaron cost an additional blood or pool.	Third:V
Lord Ashton	Anarchs	lordashtong3,cardbackcrypt	Vampire	Gangrel	3	5	for pro ANI			Independent: Any other Gangrel can search his or her controller's library for an Animalism, Fortitude or Protean Master: Discipline card and move it to himself or herself as a +1 stealth action.	Anarchs:PG
Lord Ephraim Wainwright	HttB	lordephraimwainwrightg5,cardbackcrypt	Vampire	Tremere	5	6	for pre AUS THA			Camarilla: You can search your library for another copy of an action card Ephraim plays after it is played and move that copy to your ash heap (shuffle afterward). If the action succeeds, move the card to your hand.	KoT:V/B1, HttB:PGar
Lord Fianna	KoT	lordfiannag5,cardbackcrypt	Vampire	Malkavian	5	8	cel pro AUS DEM OBF			Camarilla: Allies cannot block Lord Fianna. Red List. +1 stealth.	KoT:V/A1
Lord Leopold Valdemar	SP	lordleopoldvaldemarg5,cardbackcrypt	Vampire	Lasombra	5	8	cel dom obf OBT POT			Sabbat priscus: Leopold can strike, ranged: steal 2 blood or life (becoming blood).	SP:PoS2, POD:DTC
Lord Tremere	Promo	lordtremereg5,cardbackcrypt	Vampire	Tremere	5	11	obe ANI AUS DOM THA VIC			Camarilla: Cards requiring Blood Sorcery [tha] cost Lord Tremere 1 fewer blood. During your minion phase, you can lock or unlock another ready Tremere or Tremere antitribu. +2 bleed. +1 intercept.	Promo-20150220, Promo-20181004:HB2, Promo-20190408
Lord Vauxhall	HttB	lordvauxhallg4,cardbackcrypt	Vampire	Lasombra	4	7	DOM OBT POT THA			Sabbat.	Third:V, HttB:PKia, POD:DTC
Lorenzo Detuono	LotN	lorenzodetuonog5,cardbackcrypt	Vampire	Giovanni	5	9	aus dem DOM NEC POT			Independent: If Lorenzo is ready at the end of combat and the opposing minion would not, instead Lorenzo can burn 5 blood to move the opposing minion to your ready region, with 1 life for an ally with no life. Red List.	LotN:U, POD:DTC
Lorrie Dunsirn	KMW	lorriedunsirng4,cardbackcrypt	Vampire	Abomination	4	4	for nec POT			Independent: Lorrie cannot play reaction cards, have equipment or retainers, maneuver to long, or press to end. She gets an additional strike (limited) each round and a press each combat. Non-hunt actions cost her an additional pool. +1 strength. Scarce. Sterile.	KMW:U
Louhi	KMW	louhig4,cardbackcrypt	Vampire	Malkavian antitribu	4	10	pro ANI AUS DEM OBF THA			Sabbat cardinal: Once each turn, if Louhi is ready, she may burn 1 blood to cancel an action card played by a vampire controlled by your predator as it is played (the acting minion doesn't lock).	KMW:U
Louis de Maisonneuve	Third	louisdemaisonneuveg4,cardbackcrypt	Vampire	Ventrue antitribu	4	5	aus dom obf FOR			Sabbat.	Third:V
Louis Fortier	TR	louisfortierg4,cardbackcrypt	Vampire	Ventrue	4	5	aus dom for obf pre			Camarilla.	TR:U
Louis Fortier (ADV)	Anthology	louisfortierg4adv,cardbackcrypt	Vampire	Ventrue	4	5	aus dom for obf pre			Anarch. [MERGED] Louis gets +1 level of Dominate [dom] and Presence [pre].	AU:C/2, Anthology:1
Luanda Magere	EK	luandamagereg4,cardbackcrypt	Vampire	Ishtarri	4	8	for CEL PRE PRO			Laibon: Luanda gets +1 strength for each Orun he has.	EK:U
Lubomira Hradok	SoC	lubomirahradokg5,cardbackcrypt	Vampire	Nosferatu antitribu	5	3	OBF			Sabbat. Black Hand: If Lubomira successfully bleeds a Methuselah who controls a ready titled vampire, she does not unlock as normal during her next unlock phase.	SoC:V
Luc	Third	lucg4,cardbackcrypt	Vampire	Malkavian antitribu	4	5	dem vic OBF			Sabbat: Luc gets +1 stealth on diablerie actions. He may give you +3 hand size until your next unlock phase as a +1 stealth action.	Third:V
Luca Italicus	SP	lucaitalicusg4,cardbackcrypt	Vampire	Lasombra	4	10	tha DOM FOR NEC OBT POT			Sabbat Archbishop of Philadelphia: Once each round of combat after the first, Luca can strike: 2R damage.	Third:V, HttB:PKia, SP:PoS2, POD:DTC
Lucas Halton	BSC	lucashaltong3,cardbackcrypt	Vampire	Tremere	3	10	qui AUS CEL DOM THA			Camarilla Prince of Houston: Once each turn, when Lucas blocks an action, he may burn a blood instead of locking for the successful block (before combat occurs).	CE:V/PTr, KMW:PAl, BSC:X
Luccia Paciola	Tenth	lucciapaciolag1,cardbackcrypt	Vampire	Ventrue	1	6	for pre DOM			Camarilla: +1 strength.	Jyhad:V, VTES:V, Tenth:A
Lucian	Tenth	luciang1,cardbackcrypt	Vampire	Malkavian	1	10	cel tha AUS DOM OBF			Camarilla Malkavian Justicar: Lucian may steal equipment as a strike.	Jyhad:V, VTES:V, Tenth:A
Lucian, the Perfect	EK	luciantheperfectg4,cardbackcrypt	Vampire	Guruhi	4	11	ANI AUS DOM OBF POT PRE			Laibon: Strikes against Lucian cost an additional blood or life. A minion opposing Lucian may choose not to strike. +3 bleed.	EK:U
Lucina	BSC	lucinag3,cardbackcrypt	Vampire	Toreador	3	7	cel pro AUS PRE			Camarilla primogen: Lucina gets +1 strength in combat with a vampire whose capacity is 4 or less. During your unlock phase, if you control the Edge, Lucina gains 1 blood.	CE:V, BSC:X
Lucinde, Alastor	BSC	lucindealastorg3,cardbackcrypt	Vampire	Ventrue	3	10	obf pot tha DOM FOR PRE			Camarilla Ventrue Justicar: Lucinde can enter combat with any ready non-Camarilla vampire controlled by another Methuselah as a (D) action. During your unlock phase, you can burn the Edge to give Lucinde 1 blood from the blood bank.	CE:V, KMW:PAl, BSC:X
Lucita	Promo	lucitag2,cardbackcrypt	Vampire	Lasombra	2	8	cel pot DOM FOR OBT			Independent: Younger Sabbat vampires get -1 intercept against Lucita.	Promo-20020811, SW:PL, POD:DTC
Lucita (ADV)	Anarchs	lucitag2adv,cardbackcrypt	Vampire	Lasombra	2	8	cel pot DOM FOR OBT			Sabbat: During an action Lucita performs, she can burn 2 blood to cancel a reaction card as it is played by a vampire with capacity 5 or less, and its cost is not paid. [MERGED] Archbishop of Aragon.	Anarchs:U2, POD:DTC
Lucretia, Cess Queen	Tenth	lucretiacessqueeng1,cardbackcrypt	Vampire	Nosferatu	1	10	aus cel for pot ANI OBF			Camarilla primogen: +1 stealth.	Jyhad:V, VTES:V, Tenth:A
Lucubratio	Third	lucubratiog4,cardbackcrypt	Vampire	Tremere antitribu	4	10	AUS DOM POT PRE THA			Sabbat Archbishop of Brussels: Once each turn, when Lucubratio blocks, he may discard a card that requires Auspex [aus] from your hand instead of locking for the block.	Third:PTr2/SKTr1
Lucy Markowitz	Third	lucymarkowitzg4,cardbackcrypt	Vampire	Lasombra	4	3	dom obt			Sabbat.	Third:V, POD:DTC
Ludmijla Rakoczy	SP	ludmijlarakoczyg5,cardbackcrypt	Vampire	Tzimisce	5	7	ANI AUS VIC			Sabbat bishop: Cards requiring Animalism [ani] cost Ludmijla 1 fewer blood.	DM:C/2, Anthology:1, SP:DoF2
Lukas	Third	lukasg4,cardbackcrypt	Vampire	Nosferatu antitribu	4	8	pre ser ANI OBF POT			Sabbat Archbishop of Toronto.	Third:V
Luke Fellows	Third	lukefellowsg4,cardbackcrypt	Vampire	Gangrel antitribu	4	7	CEL OBF PRO			Sabbat: If Luke bleeds successfully, he unlocks at the end of the action.	Third:V
Lula Burch	Third	lulaburchg4,cardbackcrypt	Vampire	Gangrel antitribu	4	3	for pro			Sabbat.	Third:V
Luma, Stone Beauty	BL	lumastonebeautyg2,cardbackcrypt	Vampire	Gargoyle	2	5	aus pot vis FOR			Camarilla Tremere Slave: Flight [FLIGHT].	BL:U1
Lumumba	LoB	lumumbag4,cardbackcrypt	Vampire	Guruhi	4	4	ani PRE			Laibon.	LoB:PG2
Luna Giovanni	LotN	lunagiovannig5,cardbackcrypt	Vampire	Giovanni	5	10	cel DOM NEC OBF OBT POT			Independent. 1 vote (titled): During the polling step of any referendum, Luna can remove X political action cards in any ash heaps from the game to get +X votes.	LotN:U, POD:DTC
Lupe "Cabbie22" Droin	NoR	lupecabbie22droing4,cardbackcrypt	Imbued	Defender	4	4	def ven			If Lupe has a vehicle, once each action she may burn a conviction [1 CONVICTION] to get +1 stealth or +1 intercept.	NoR:U
Lupo	Tenth	lupog1,cardbackcrypt	Vampire	Brujah	1	2	pot			Camarilla.	Jyhad:V, VTES:V, Tenth:B
Lupo Giovanni	TU	lupogiovannig6,cardbackcrypt	Vampire	Giovanni	6	6	dom pot pre NEC			Independent: If Lupo is ready during your unlock phase, another ready Giovanni you control can gain 1 blood.	TU:C/B2
Luther	SW	lutherg2,cardbackcrypt	Vampire	Gangrel antitribu	2	6	for obt pro ANI			Sabbat: Luther gets +1 bleed when bleeding a Methuselah who controls a ready Pander.	Sabbat:V, SW:U
Lutz von Hohenzollern	KoT	lutzvonhohenzollerng4,cardbackcrypt	Vampire	Malkavian	4	11	pot AUS DEM OBF PRE			Camarilla Malkavian Inner Circle: If Lutz is ready, your prey burns 1 pool after the referendum of a political action passes. +2 bleed.	KoT:PM2/A2
Lydia Van Cuelen	Tenth	lydiavancueleng1,cardbackcrypt	Vampire	Tremere	1	6	aus dom pre tha			Camarilla: +1 bleed.	Jyhad:V, VTES:V, Tenth:B
Lydia, Grand Praetor	HttB	lydiagrandpraetorg6,cardbackcrypt	Vampire	True Brujah	6	9	dom pre AUS FOR POT TEM			Independent. 1 vote (titled): During an action, Lydia can burn 1 blood to get +1 stealth. She cannot use cards requiring Celerity [cel]. Scarce.	HttB:U/B2
Lynn Thompson	KoT	lynnthompsong5,cardbackcrypt	Vampire	Brujah	5	3	cel pot			Camarilla: Lynn cannot have a haven (instead any haven that she would receive is burned).	KoT:V/A1
MacAlister Marshall	KoT	macalistermarshallg5,cardbackcrypt	Vampire	Tremere	5	6	aus dom obf pre THA			Camarilla: Other Tremere get +1 intercept during (D) actions against MacAlister.	KoT:V/B1
Macoute	HttB	macouteg4,cardbackcrypt	Vampire	Samedi	4	6	obf thn FOR NEC			Independent.	LoB:U, HttB:PSam
Madame Guil	BSC	madameguilg3,cardbackcrypt	Vampire	Toreador	3	10	for pot ser AUS CEL PRE			Camarilla Toreador Justicar: +1 bleed.	CE:V, KMW:PAl, BSC:X
Madeleine Giovanni	TU	madeleinegiovannig6,cardbackcrypt	Vampire	Giovanni	6	9	CEL DOM NEC POT PRO			Independent: After a minion in combat with Madeleine leaves the ready region, their controller burns 1 pool.	TU:C/B2
Madison	NB	madisong6,cardbackcrypt	Vampire	Ventrue	6	6	DOM FOR PRE			Camarilla.	V5:PV1, NB:PV1
Magdelena Schaefer	Tenth	magdelenaschaeferg2,cardbackcrypt	Vampire	Caitiff	2	2	THA			Camarilla: Strike cards that require Blood Sorcery [tha] cost Magdalena an additional blood.	DS:V, Tenth:A
Maila	Promo	mailag6,cardbackcrypt	Vampire	Toreador	6	6	cel AUS PRE			Camarilla primogen: If Maila is ready during your turn, you can discard a political action card to give a minion you control +1 stealth for the current action.	Promo-20220730
Makarios, The Seducer	CE	makariostheseducerg2,cardbackcrypt	Vampire	Toreador	2	8	dom AUS PRE SER			Camarilla: As a (D) action, Makarios can put a seduction counter on a Ventrue or Brujah controlled by your prey. That vampire may burn the seduction counter as an action. Makarios cannot be blocked by a vampire with a seduction counter. +1 bleed.	AH:V3, CE:PTo
Malabranca	Third	malabrancag4,cardbackcrypt	Vampire	Toreador antitribu	4	9	obf AUS CEL PRE PRO			Sabbat Archbishop of Rome: If your prey has more pool than you, Malabranca may move 1 counter from your prey's pool to yours as a +1 stealth (D) action.	Third:V
Malachai	HttB	malachaig6,cardbackcrypt	Vampire	Gargoyle	6	5	for pot pre VIS			Independent: Flight [FLIGHT].	HttB:U/A2
Malcolm	TU	malcolmg5,cardbackcrypt	Vampire	Gangrel	5	2	ani			Independent.	TU:C/A2
Maldavis	Anarchs	maldavisg3,cardbackcrypt	Vampire	Caitiff	3	4	for pre AUS			Camarilla: Any ready primogen can burn 1 blood from Maldavis as a +1 stealth (D) action. Maldavis gets -1 bleed when bleeding a Methuselah who controls a ready primogen.	Anarchs:U2
Maldavis (ADV)	AU	maldavisg3adv,cardbackcrypt	Vampire	Caitiff	3	4	for pre AUS			Anarch: Primogen get +1 vote in referendums called by Maldavis. [MERGED] Baron of Chicago.	AU:C/2
Malgorzata	Third	malgorzatag4,cardbackcrypt	Vampire	Tremere antitribu	4	9	pre AUS DOM THA VIC			Sabbat priscus: Malgorzata may remove a vampire in your uncontrolled region from the game to add 4 blood from the blood bank to another vampire in your uncontrolled region as a +1 stealth action.	Third:V
Mamadou Keita	EK	mamadoukeitag4,cardbackcrypt	Vampire	Osebo	4	7	aus pot pre vic CEL			Laibon magaji: Mamadou may call a referendum to do 1 unpreventable damage to a ready minion as a +1 stealth political action.	EK:U
Maman Boumba	NoR	mamanboumbag4,cardbackcrypt	Imbued	Martyr	4	4	inn mar			During a referendum, Maman may burn a conviction [1 CONVICTION] to get 3 votes against the referendum. You may lock Maman before range is determined in a combat between two monsters to end that combat.	NoR:U
Mambo Jeanne	LK	mambojeanneg6,cardbackcrypt	Vampire	Samedi	6	9	FOR NEC OBF THN			Independent: Minions opposing Jeanne take 2 environmental damage each round during normal strike resolution at close range. +1 bleed.	LK:3
Marcel	V5A	marcelg6,cardbackcrypt	Vampire	Ministry	6	4	obf pre pro			Anarch.	V5A:PMin1
Marcel de Breau	Third	marceldebreaug3,cardbackcrypt	Vampire	Brujah antitribu	3	9	ani pro CEL POT PRE			Sabbat Archbishop of Paris: If you have the Edge, you gain a pool when any Methuselah plays a Gehenna card. +1 bleed.	Gehenna:U, Third:PB
Marcellus	CE	marcellusg2,cardbackcrypt	Vampire	Toreador	2	8	pro AUS CEL			Camarilla Prince of Monaco: If Marcellus is ready, political actions cost Nosferatu 1 additional blood. +1 bleed.	AH:V3, CE:PTo
March Halcyon	SW	marchhalcyong2,cardbackcrypt	Vampire	Pander	2	1	for			Sabbat: If March is diablerized, no one can call a blood hunt against the diablerist.	Sabbat:V, SW:PV
Marcia Felicia Licinia	LotN	marciafelicialiciniag5,cardbackcrypt	Vampire	Ravnos	5	9	dom ANI CHI FOR THA			Independent. 2 votes (titled): Once each combat, Marcia can burn 1 blood to strike: dodge.	LotN:U, POD:DTC
Marciana Giovanni, Investigator	FN	marcianagiovanniinvestigatorg2,cardbackcrypt	Vampire	Giovanni	2	2	dom			Independent: Bleed actions cost Marciana 1 additional blood. During an action, you can lock her and choose a non-Sabbat vampire to allow that vampire to burn 1 blood to get +1 intercept.	FN:U2, POD:DTC
Marconius	BL	marconiusg2,cardbackcrypt	Vampire	Kiasyd	2	9	pot DOM MYT OBT			Sabbat Archbishop of Strasbourg: Cards requiring Mytherceria [myt] cost Marconius 1 less blood. +1 strength.	BL:U1
Marcus Vitel	BSC	marcusvitelg3,cardbackcrypt	Vampire	Ventrue	3	10	DOM FOR OBF OBT PRE			Camarilla Prince of Washington, D.C.: Marcus can burn a retainer as a +1 stealth (D) action. While Marcus is ready and a prince, Sabbat vampires you control get +1 bleed when bleeding a Methuselah who controls a ready Camarilla vampire.	Promo-20020704, CE:V, KMW:PAn, BSC:X
Marcus Vitel (ADV)	KMW	marcusvitelg3adv,cardbackcrypt	Vampire	Lasombra	3	10	DOM FOR OBF OBT POT PRE			Sabbat: Any Brujah can enter combat with Marcus as a (D) action. [MERGED] While he is ready and Sabbat, Sabbat vampires you control get +1 bleed against a Methuselah who controls a ready Camarilla vampire.	Anarchs:U2, KMW:PAn, POD:DTC
Margaret Milliner	LotN	margaretmillinerg4,cardbackcrypt	Vampire	Giovanni	4	5	dom for nec pot pre			Independent: While Francis Milliner is ready, Margaret gets +1 bleed. Cards requiring Fortitude [for] cost her 1 additional blood.	LotN:PG2, POD:DTC
Margarite	Third	margariteg4,cardbackcrypt	Vampire	Pander	4	1	obt			Sabbat: Any Tzimisce controlled by another Methuselah may enter combat with Margarite as a (D) action.	Third:V
Marge Khan	SoC	margekhang5,cardbackcrypt	Vampire	Malkavian antitribu	5	7	aus for DEM OBF POT			Sabbat. Black Hand.	SoC:V
Marguerite Foccart	TR	margueritefoccartg4,cardbackcrypt	Vampire	Brujah	4	6	aus pot CEL PRE			Camarilla: Marguerite gets +1 intercept vs. political actions.	TR:U
Marguerite Foccart (ADV)	AU	margueritefoccartg4adv,cardbackcrypt	Vampire	Brujah	4	6	aus pot CEL PRE			Anarch: Marguerite gets +1 strength in combat with a titled vampire. [MERGED] +1 strength.	AU:C/2
Maria Stone	KMW	mariastoneg3,cardbackcrypt	Vampire	Gangrel antitribu	3	5	cel obf pro FOR			Sabbat.	BH:U2, KMW:PAn
Maria Stone (ADV)	LoB	mariastoneg3adv,cardbackcrypt	Vampire	Ahrimane	3	5	cel obf pre pro spi FOR			Advanced, Sabbat: -1 strength. Sterile. [MERGED] Maria doesn't suffer -1 strength from her special text, and she has superior Spiritus [SPI].	LoB:U
Mariana Gilbert	Promo	marianagilbertg1,cardbackcrypt	Vampire	Toreador	1	4	cel PRE			Camarilla.	Promo-19960101
Marianna	FN	mariannag2,cardbackcrypt	Vampire	Giovanni	2	8	aus nec DOM POT THA			Independent: While Marianna is ready, any other Methuselah controlling a ready Giovanni burns 1 pool during their unlock phase. She gets +1 strength in combat with a Giovanni.	FN:U2, POD:DTC
Mariano Pomposo	BH	marianopomposog3,cardbackcrypt	Vampire	Brujah antitribu	3	4	aus cel pot			Sabbat. Black Hand.	BH:U2
Marie Faucigny	Gehenna	mariefaucignyg3,cardbackcrypt	Vampire	Malkavian antitribu	3	7	dem tha AUS OBF			Sabbat Archbishop of Geneva: Once each combat, Marie can burn 1 blood to dodge as a strike. Non-weapon equipment cards cost her 1 less blood or pool to equip.	Gehenna:U
Marie-Pierre	LK	mariepierreg6,cardbackcrypt	Vampire	Samedi	6	4	for nec THN			Independent: Marie-Pierre can lock after a combat involving another Samedi you control to enter combat with the opposing minion. She cannot block older vampires.	LK:2
Mariel St. John	HttB	marielstjohng4,cardbackcrypt	Vampire	Ventrue antitribu	4	6	dom pro AUS FOR			Sabbat.	Third:V, HttB:PSal
Mariel, Lady Thunder	Tenth	marielladythunderg1,cardbackcrypt	Vampire	Malkavian	1	7	aus tha DOM OBF			Camarilla: Before range is chosen in a combat that does not involve Mariel, she may lock to end that combat and inflict 1 unpreventable damage on each combatant and any retainers they have after combat ends.	Jyhad:V, VTES:V, Tenth:B
Marino Reymundo Vasquez	BH	marinoreymundovasquezg3,cardbackcrypt	Vampire	Tremere antitribu	3	9	ani AUS DOM NEC THA			Sabbat Archbishop of Barcelona: +1 bleed.	BH:U2
Mario Giovanni	FN	mariogiovannig2,cardbackcrypt	Vampire	Giovanni	2	3	nec pot			Independent.	AH:V3, FN:PG, POD:DTC
Marion "Teacher193" Perks	NoR	marionteacher193perksg4,cardbackcrypt	Imbued	Redeemer	4	4	red jud			Marion gets an optional press each combat.	NoR:U
Marion French	KMW	marionfrenchg4,cardbackcrypt	Vampire	Ravnos	4	3	ani chi			Independent.	KMW:U, POD:DTC
Maris Streck	BSC	marisstreckg3,cardbackcrypt	Vampire	Malkavian	3	9	ani dem dom AUS OBF			Camarilla Malkavian Justicar: Maris can burn a blood to give a blocking minion +1 intercept. She can take a +1 stealth action to allow you to look at and rearrange the top 5 cards of your library.	CE:V, BSC:X
Mark	BL	markg2,cardbackcrypt	Vampire	Blood Brother	2	6	for obf pot SAN			Sabbat bishop. Torrance Circle: Mark gets +1 intercept when attempting to block a bleed action. Sterile.	BL:U1
